level1,level2,level3,level4,level5,level6,ru,abstract,counts,also,correlated,anti-correlated,description
,,,Organ,,,Орган,False,"102,37,24,12,12,7,0,5,0,2,0,0,2,0,0,0,2,0,0",,{},{},"Sounds of a keyboard instrument of one or more pipe divisions, each played with its own keyboard, played either with the hands on a keyboard or with the feet using pedals. Unlike the piano, organ notes typically sustain while the key is depressed, rather than dying away."
,,,,Electronic organ,,Электроорган,False,"56,21,10,12,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Hammond organ"": ""0.78""}",{},Sounds of an electronic keyboard instrument designed to imitate the sound of the pipe organ.
,,,,Hammond organ,,Орган Хаммонда,False,"63,26,5,5,1,1,5,0,1,1,0,1,0,0,0,0,0,0,0",,"{""Electronic organ"": ""0.78""}",{},Sounds of an electric organ invented by Laurens Hammond and John M. Hanert in which sliding drawbars create a variety of sounds.
,,,Synthesizer,,,Синтезатор,False,"202,54,17,7,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0",,"{""Drum machine"": ""0.39"", ""Harmonic"": ""0.33"", ""Electronic music"": ""0.32"", ""Electronica"": ""0.31""}",{},"Sounds associated with an electronic musical instrument that generates electric signals converted to sound through amplifiers and loudspeakers or headphones. Synthesizers may imitate instruments such as piano, organ, flute, or vocals; or they may generate novel electronic timbres."
,,,,Sampler,,Сэмплер,False,"180,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Drum machine"": ""0.72"", ""Electronica"": ""0.66"", ""Electronic music"": ""0.61"", ""Techno"": ""0.50"", ""House music"": ""0.49"", ""Exciting music"": ""0.45"", ""Soundtrack music"": ""0.38"", ""Dubstep"": ""0.35"", ""Disco"": ""0.34"", ""Trance music"": ""0.34"", ""Funk"": ""0.33"", ""Sound effect"": ""0.30""}",{},"Sounds suggesting the use of an electronic musical instrument that uses recordings of sounds loaded or recorded into it by the user, then played back by means of the sampler program itself, a keyboard, sequencer, or another triggering device."
,,,Harpsichord,,,Клавесин,False,"119,30,27,6,8,0,2,0,2,0,0,0,0,0,0,0,0,0,0",,"{""Piano"": ""0.40"", ""Electric piano"": ""0.30""}",{},Sounds of a keyboard-controlled instrument in which each key plucks a particular string.
,,Percussion,,,,Ударные,False,"435,91,47,27,12,6,7,3,1,2,0,0,0,0,0,0,0,0,0",,{},{},"The sound of a musical instrument that is sounded by being struck or scraped by a beater; struck, scraped or rubbed by hand; or struck against another similar instrument."
,,,Cowbell,,,Колокольчик коровы,False,"6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Bell/Cowbell"" and ""Animal/Livestock, farm animals, working animals/Cattle, bovinae/Cowbell"" and ""Music/Musical instrument/Bell/Cowbell""",{},{},A simple metal bell historically tied around the necks of cattle to keep track of their whereabouts.
,,,Drum kit,,,Установка ударных,False,"542,174,42,23,17,8,16,8,5,5,2,1,2,1,0,0,0,0,0",,"{""Bass drum"": ""0.98"", ""Rimshot"": ""0.97"", ""Snare drum"": ""0.96"", ""Drum"": ""0.94"", ""Hi-hat"": ""0.82"", ""Cymbal"": ""0.80"", ""Drum roll"": ""0.77""}",{},"Sounds of a collection of drums and other percussion instruments, typically cymbals, which are set up on stands to be played by a single player with drumsticks held in both hands and the feet operating pedals that control the hi-hat cymbal and the beater for the bass drum."
,,,,Drum machine,,Драм-машина,False,"254,67,30,17,5,4,3,1,4,0,0,0,0,1,0,0,0,0,0",,"{""Sampler"": ""0.72"", ""Synthesizer"": ""0.39"", ""Electronica"": ""0.36"", ""Electronic music"": ""0.32""}",{},"Sounds of an electronic musical instrument designed to imitate the sound of drums, cymbals, other percussion instruments, and often basslines."
,,,Drum,,,Барабан,False,"727,212,55,35,14,16,16,6,5,7,0,2,3,0,2,0,0,0,0",,"{""Drum kit"": ""0.94"", ""Hi-hat"": ""0.74"", ""Cymbal"": ""0.72"", ""Wood block"": ""0.33""}",{},"The sound of an instrument consisting of at least one membrane, called a drumhead or drum skin, that is stretched over a shell and struck, either directly with the player's hands, or with a drum stick, to produce sound."
,,,,Snare drum,,Малый барабан,False,"323,53,28,11,13,4,4,3,0,1,3,1,0,0,0,0,0,0,0",,"{""Bass drum"": ""0.96"", ""Drum kit"": ""0.96"", ""Hi-hat"": ""0.88"", ""Cymbal"": ""0.85""}",{},"The sound of a drum that produces a sharp staccato sound by virtue of metal coils (the ""snare"") stretched across one of the membranes."
,,,,,Rimshot,Римшот,False,"141,34,23,7,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Drum kit"": ""0.97"", ""Bass drum"": ""0.97"", ""Drum roll"": ""0.80"", ""Hi-hat"": ""0.80"", ""Cymbal"": ""0.78""}",{},The sound of an accented snare drum beat produced by simultaneously hitting the rim and head of a drum with a drum stick.
,,,,,Drum roll,Барабанная дробь,False,"69,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Rimshot"": ""0.80"", ""Bass drum"": ""0.79"", ""Drum kit"": ""0.77"", ""Hi-hat"": ""0.60"", ""Cymbal"": ""0.58""}",{},"A sustained sound produced by multiple, rapid strikes between drum sticks and drum, made possible by bouncing alternating sticks off the head to produce a temporally dense sequence."
,,,,Bass drum,,Бас-барабан,False,"412,65,26,12,21,10,5,2,1,5,1,0,0,0,0,0,0,0,0",,"{""Drum kit"": ""0.98"", ""Rimshot"": ""0.97"", ""Snare drum"": ""0.96"", ""Drum roll"": ""0.79"", ""Hi-hat"": ""0.79"", ""Cymbal"": ""0.77""}",{},The sound of a large drum that produces a note of low definite or indefinite pitch.
,,,,Timpani,,Литавры,False,"232,68,28,23,6,7,3,2,2,1,0,0,0,0,0,0,0,0,0",,{},{},"The sound of an orchestral drum consisting of a skin stretched over a large bowl traditionally made of copper, where the head is tensioned to produce an identifiable pitch."
,,,,Tabla,,Табла,False,"16,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Carnatic music"": ""0.68"", ""Folk music"": ""0.45"", ""Wood block"": ""0.43"", ""Middle Eastern music"": ""0.42"", ""Traditional music"": ""0.30""}",{},"The sound of a classical Hindustani percussion instrument consisting of a pair of hand drums of contrasting sizes and timbres, producing distinct pitches when struck. The larger drum has a pitch that can be manipulated with the player's hand."
,,,Cymbal,,,Тарелка,False,"129,19,6,6,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0",,"{""Snare drum"": ""0.85"", ""Drum kit"": ""0.80"", ""Rimshot"": ""0.78"", ""Bass drum"": ""0.77"", ""Drum"": ""0.72"", ""Drum roll"": ""0.58""}",{},"The sound of a percussion instrument consisting of thin, normally round plates of various alloys. They may be used in pairs, struck together, or as single cymbals struck with sticks."
,,,,Hi-hat,,Хай-хэт,False,"106,19,4,6,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0",,"{""Snare drum"": ""0.88"", ""Drum kit"": ""0.82"", ""Rimshot"": ""0.80"", ""Bass drum"": ""0.79"", ""Drum"": ""0.74"", ""Drum roll"": ""0.60""}",{},"The sound of a mating pair of small cymbals mounted atop one-another on a stand, the bottom fixed and the top activated up and down by a foot pedal. The rate of decay of the sound is changed between a shimmering and sharp effect by pressing on the pedal."
,,,Wood block,,,Деревянный блок,False,"45,7,5,2,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0",,"{""Tabla"": ""0.43"", ""Drum"": ""0.33""}",{},"The sound of a small slit drum made from a single piece of wood, making a very short, clean sound."
,,,Tambourine,,,Тамбурин,False,"25,12,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0",,{},{},"The sound of a musical instrument consisting of a frame with pairs of small metal jingles. There is often a drumhead stretched across the frame, and the instrument is usually played by striking the frame or head with the hand."
,,,Rattle (instrument),,,Погремушка (инструмент),False,"23,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Rattle"": ""0.35""}",{},"The sound of an instrument that produces a sound when shaken, usually consisting of a closed rigid shell containing numerous small particles that strike the shell when shaken."
,,,,Maraca,,Маракас,False,"25,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},"The sound of a specific kind of rattle that appears in many genres of Caribbean and Latin music. Players hold them by their handles, usually in pairs, and shake them."
,,,Gong,,,Гонг,False,"133,36,11,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},"The sound of a musical percussion instrument consisting of a flat, circular metal disc which is hit with a mallet."
,,,Tubular bells,,,Трубчатые колокольчики,False,"25,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Marimba, xylophone"": ""0.42"", ""Mallet percussion"": ""0.42"", ""Bell"": ""0.39"", ""Glockenspiel"": ""0.39"", ""Church bell"": ""0.34""}",{},"Sounds of tuned percussion instruments consisting of a metal tube, tuned by altering its length in the range C4-F5."
,,,Mallet percussion,,,Маллетная перкуссия,False,"377,99,33,15,6,3,2,2,2,0,0,0,0,0,0,0,0,0,0",,"{""Ding-dong"": ""0.55"", ""Jingle, tinkle"": ""0.42"", ""Tubular bells"": ""0.42"", ""Chime"": ""0.39""}",{},"Sounds of melodic percussion instruments consisting of an array of elements, one for each note, played with mallets."
,,,,"Marimba, xylophone",,"Маримба, ксилофон",False,"482,141,53,20,7,3,2,2,0,3,0,0,0,0,0,0,0,0,0",,"{""Glockenspiel"": ""0.95"", ""Vibraphone"": ""0.59"", ""Ding-dong"": ""0.51"", ""Tubular bells"": ""0.42"", ""Jingle, tinkle"": ""0.37"", ""Chime"": ""0.35""}",{},Sounds of a percussion instrument consisting of a set of wooden bars struck with mallets to produce musical tones. Resonators suspended underneath the bars may amplify their sound.
,,,,Glockenspiel,,Глокеншпиль,False,"457,182,63,25,13,7,3,1,4,2,1,0,0,0,0,0,0,0,0",,"{""Marimba, xylophone"": ""0.95"", ""Ding-dong"": ""0.59"", ""Jingle, tinkle"": ""0.44"", ""Vibraphone"": ""0.42"", ""Tubular bells"": ""0.39"", ""Chime"": ""0.39""}",{},Sounds of a percussion instrument composed of a set of tuned metal plates or tubes laid out like the keyboard of a piano.
,,,,Vibraphone,,Вибрафон,False,"100,21,12,2,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0",,"{""Marimba, xylophone"": ""0.59"", ""Glockenspiel"": ""0.42""}",{},Sounds of a tuned mallet percussion instrument similar to a xylophone or glockenspiel with the addition a motor-driven valve on each resonator that produce a tremolo or vibrato effect.
,,,,Steelpan,,Стилпан,False,"11,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",,{},{},Sounds of a tuned percussion instrument originally constructed from steel oil drums by hammering out small patches on the head to produce separate pitches.
,,Orchestra,,,,Оркестр,False,"173,60,29,31,13,7,2,1,5,1,0,0,0,0,0,0,0,0,0",,"{""Classical music"": ""0.82"", ""String section"": ""0.52"", ""Opera"": ""0.49"", ""Bowed string instrument"": ""0.48"", ""Violin, fiddle"": ""0.48"", ""Cello"": ""0.42"", ""Brass instrument"": ""0.39"", ""Trombone"": ""0.38"", ""French horn"": ""0.35"", ""Trumpet"": ""0.31""}",{},"The sound of a large instrumental ensemble (a dozen or more people), often used in classical music, that contains sections of string, brass, woodwind, and percussion instruments."
,,Brass instrument,,,,Духовой инструмент,False,"214,88,52,31,13,8,7,5,3,3,1,1,1,0,0,0,0,0,0",,"{""Saxophone"": ""0.46"", ""Foghorn"": ""0.40"", ""Orchestra"": ""0.39"", ""Clarinet"": ""0.39"", ""Jazz"": ""0.35"", ""Classical music"": ""0.33"", ""Wind instrument, woodwind instrument"": ""0.33""}",{},The sound of a musical instrument that produces sound by vibration of air in a tubular resonator in sympathy with the vibration of the player's lips.
,,,French horn,,,Валторна,False,"97,21,13,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0",,"{""Trombone"": ""0.70"", ""Foghorn"": ""0.52"", ""Trumpet"": ""0.42"", ""Classical music"": ""0.37"", ""Orchestra"": ""0.35""}",{},The sound of a brass instrument made of tubing wrapped into a coil with a flared bell. A modern French horn includes valves to control pitch by routing air into extra sections of tubing.
,,,Trumpet,,,Труба,False,"98,29,24,10,6,3,2,3,0,0,0,0,0,0,1,0,0,0,0",,"{""Trombone"": ""0.77"", ""French horn"": ""0.42"", ""Orchestra"": ""0.31""}",{},"The sound of a high-pitched brass instruments played by blowing air through almost-closed lips, producing a ""buzzing"" sound that starts a standing wave vibration in the air column inside the instrument."
,,,Trombone,,,Тромбон,False,"108,34,12,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0",,"{""Trumpet"": ""0.77"", ""French horn"": ""0.70"", ""Foghorn"": ""0.40"", ""Orchestra"": ""0.38"", ""Classical music"": ""0.30""}",{},The sound of a brass instrument that includes a telescoping slide mechanism that varies the length of the instrument to change the pitch.
,,Bowed string instrument,,,,Струнный смычковый инструмент,False,"291,92,30,22,9,4,10,3,3,2,0,2,0,0,0,0,0,0,0",,"{""Classical music"": ""0.56"", ""Orchestra"": ""0.48"", ""Wedding music"": ""0.30""}",{},"Sounds of the subcategory of string instruments that are usually played by a bow rubbing the strings.  Examples may include other playing techniques for these instruments, such as plucking."
,,,String section,,,Струнная секция,False,"67,13,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Cello"": ""0.80"", ""Violin, fiddle"": ""0.75"", ""Double bass"": ""0.52"", ""Orchestra"": ""0.52"", ""Classical music"": ""0.48"", ""Wedding music"": ""0.33""}",{},The sound of a group of string instruments typically present in a standard classical orchestra.
,,,"Violin, fiddle",,,"Скрипка, фидель",False,"345,121,72,41,38,28,10,12,11,0,3,2,2,1,0,3,1,0,0",,"{""String section"": ""0.75"", ""Cello"": ""0.66"", ""Classical music"": ""0.52"", ""Orchestra"": ""0.48"", ""Double bass"": ""0.40""}",{},"The sound of a wooden string instrument, typically with four strings tuned in perfect fifths, that is most commonly played by drawing a bow across its strings, though it can also be played by plucking the strings."
,,,,Pizzicato,,Пиццикато,False,"202,30,14,8,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0",,"{""Zither"": ""0.74"", ""Harp"": ""0.69"", ""Mandolin"": ""0.33""}",{},The sound of playing a stringed instrument that is usually bowed (such as a violin) by plucking the strings with the fingers.
,,,Cello,,,Виолончель,False,"235,77,41,30,11,6,6,2,3,2,3,1,2,2,0,0,0,0,0",,"{""Double bass"": ""0.85"", ""String section"": ""0.80"", ""Violin, fiddle"": ""0.66"", ""Classical music"": ""0.48"", ""Orchestra"": ""0.42""}",{},"The sound of a larger, lower-pitched bowed string instrument with four strings tuned in perfect fifths, usually C2, G2, D3, and A3."
,,,Double bass,,,Контрабас,False,"149,31,10,4,3,1,0,0,1,0,2,1,1,1,0,0,0,0,0",,"{""Cello"": ""0.85"", ""String section"": ""0.52"", ""Violin, fiddle"": ""0.40"", ""Classical music"": ""0.34""}",{},"The sound of a large, bowed string instrument, the lowest-pitched in a standard symphony orchestra, with strings usually tuned to E1, A1, D2, and G2."
,,"Wind instrument, woodwind instrument",,,,"Духовой инструмент, деревянный духовой инструмент",False,"201,38,15,7,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0",,"{""Brass instrument"": ""0.33"", ""Harmonica"": ""0.32"", ""Shofar"": ""0.30""}",{},Sounds of a family of musical instruments in which a column of air within a resonator is set into vibration by the player blowing into a mouthpiece set at the end of the resonator.
,,,Flute,,,Флейта,False,"246,195,52,24,9,9,3,4,1,3,1,0,0,0,0,0,0,0,0",,{},{},The sound of an aerophone or reedless wind instrument that produces its sound from the flow of air across an opening.
,,,Saxophone,,,Саксофон,False,"87,35,20,13,4,6,4,3,4,5,3,1,2,2,1,1,0,0,0",,"{""Jazz"": ""0.65"", ""Brass instrument"": ""0.46"", ""Swing music"": ""0.44"", ""Clarinet"": ""0.30""}",{},The sound of a woodwind instrument made of brass and played with a single-reed mouthpiece similar to that of the clarinet.
,,,Clarinet,,,Кларнет,False,"62,20,6,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0",,"{""Brass instrument"": ""0.39"", ""Saxophone"": ""0.30""}",{},"The sound of a woodwind instrument consisting of a single-reed mouthpiece, a straight cylindrical tube with an almost cylindrical bore, and a flared bell."
,,Harp,,,,Арфа,False,"132,52,7,11,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0",,"{""Pizzicato"": ""0.69"", ""Zither"": ""0.48""}",{},"The sound of a stringed musical instrument with a number of individual strings, plucked with the fingers, running at an angle to its soundboard."
,,Bell,,,,Колокол,False,"47,16,3,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Bell""","{""Tubular bells"": ""0.39""}",{},"The sound of a simple instrument usually consisting of metal cast in the shape of a hollow cup, whose sides form a resonator which vibrates in a single tone upon being struck by a ""clapper"" suspended within, or by a separate mallet or hammer."
,,,Cowbell,,,Колокольчик коровы,False,"6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","""Sounds of things/Bell/Cowbell"" and ""Animal/Livestock, farm animals, working animals/Cattle, bovinae/Cowbell"" and ""Music/Musical instrument/Percussion/Cowbell""",{},{},A simple metal bell historically tied around the necks of cattle to keep track of their whereabouts.
,,,Church bell,,,Церковный колокол,False,"55,13,7,3,6,2,4,2,0,1,0,0,0,0,0,0,0,0,0","""Sounds of things/Bell/Church bell""","{""Change ringing (campanology)"": ""0.50"", ""Tubular bells"": ""0.34""}",{},The sound of a large bell usually encountered in churches where it used either to signify the hour or the time for worshippers to go to church.
,,,Jingle bell,,,Колокол-бубенчик,False,"112,49,20,16,6,2,2,0,3,1,1,0,1,0,0,0,0,0,0","""Sounds of things/Bell/Jingle bell""","{""Jingle, tinkle"": ""0.47""}",{},"The sound of a type of bell which produces a distinctive 'jingle' sound, especially in large numbers. They are commonly produced from a single piece of sheet metal bent into a roughly spherical shape containing a small ball bearing."
